latitude,longitude,name,url,postcode,Registered_accounts_type,subactivity
53.51027,-1.14455,FRESH PRINTS SHOP LIMITED,,DN4 0RE,Not Available,Plastic packing goods
53.46938,-1.19744,ENGINE HOUSE PLASTICS LIMITED,,DN12 1QA,Total Exemption Small,Other plastic
53.5573,-1.08181,SENIOR AND DICKSON LIMITED,www.senior&dickson.,DN3 1QR,Total Exemption Small,Other plastic
53.67784,-1.62654,GLYNWED PIPE SYSTEMS LIMITED,www.durapipe.co.uk,WF12 9BG,Full accounts,Other plastic
53.58228,-1.17921,ARMOUR PLASTICS LIMITED,www.renaissance-baths.co.uk,DN6 8DA,Total Exemption Small,Other plastic
53.74836,-1.75663,A & K ECOFILM LIMITED,www.thecombirange.co.uk,BD12 0RG,Medium Company,Plastic packing goods
53.69289,-1.83588,V-SEAL LIMITED,www.vseal.co.uk,HX5 9HX,Total Exemption Small,Other plastic
53.72195,-1.88577,POLYFRAME COMPOSITE DOORS LTD,www.polyframetrade.co.uk,HX1 4JR,Small company,Other plastic
53.71422,-1.77893,RENAISSANCE WINDOW SYSTEMS LIMITED,www.renaissance-systems.co.uk,HD6 4BW,Small company,"Plastic plates, sheets, tubes etc"
53.71592,-1.34166,ENGINEERING AND RECYCLING SOLUTIONS LIMITED,,WF10 4PY,Total Exemption Small,"Plastic plates, sheets, tubes etc"
53.78819,-1.50793,BARKSTON PLASTICS ENGINEERING LIMITED,www.barkstonltd.co.uk,LS9 0DX,Total Exemption Small,Other plastic
53.78689,-1.5012,VACFORM GROUP LIMITED,www.vacformgroup.com,LS9 0ST,Total Exemption Small,Other plastic
53.99325,-1.49499,N. MINIKIN & SONS LIMITED,www.minikins.co.uk,HG2 7DB,Total Exemption Small,Other rubber
53.74989,-0.33918,LIQUID LEVER IRRIGATION LIMITED,www.liquidlever.com,HU2 8EF,Total Exemption Small,Other plastic
53.96217,-1.07933,MAKE YOUR MARK RUBBER STAMPS LIMITED,www.makeyourmarkstamps.co.uk,YO1 7LG,Total Exemption Small,Other rubber
54.63738,-1.32609,PSI PLASTICS LTD,www.psiglobal.co.uk,TS22 5FE,Full accounts,Other plastic
53.63809,-1.83759,HARTFORD BATHROOMS LIMITED,,HD3 4QG,Small company,Other plastic
53.92495,-1.79826,HOLO LILO LIMITED,www.holo-lilo.com,LS29 8PN,Total Exemption Small,Other plastic
54.17444,-1.59368,THE WEST OF YORE LTD,,HG4 3JH,Total Exemption Small,"Hunting, trapping, related activities"
54.03334,-0.39815,OLD BYLAND WOODLANDS LIMITED,,YO25 4LD,Total Exemption Full,"Hunting, trapping, related activities"
53.51821,-0.53124,ONE STOP GRAPHICS SHOP LIMITED,,DN20 9DU,Total Exemption Small,Other plastic
53.70381,-1.39959,DIRECT TRADE (YORKSHIRE) LIMITED,www.directtradeltd.co.uk,WF6 1QT,Medium Company,Other plastic
53.865141,-1.914337,PANELS DIRECT LIMITED,www.panelsdirectltd.com,BD21 4PG,Total Exemption Small,Other plastic
53.71276,-1.33561,A.J.GLASSFIBRE LIMITED,,WF10 4SB,Total Exemption Small,Other plastic
53.47809,-1.05205,PARKINSON PLASTICS LIMITED,,DN11 0NY,Total Exemption Small,Other plastic
53.73079,-1.71345,BENSON BELTINGS LIMITED,www.benson-beltings.co.uk,BD19 4EW,Small company,Other plastic
54.14465,-2.28164,HAWK EXPERIENCE LIMITED,,BD24 0EU,Total Exemption Small,"Hunting, trapping, related activities"
53.65549,-1.51923,HAIR SECRETZ LIMITED,,WF4 3FL,Not Available,Other plastic
