latitude,longitude,name,url,postcode,Registered_accounts_type,subactivity
53.78595,-1.74396,WASTE TYRE TRADERS LIMITED,,BD4 7DE,Not Available,Hazardous waste collection
53.79604,-1.65559,MR WASTE (LEEDS) LTD,,LS28 9BG,Not Available,Non-hazardous waste collection
53.73614,-0.34089,HAWK ENVIRONMENTAL SERVICES LTD,,HU1 2DS,Not Available,Non-hazardous waste collection
54.5222,-1.55534,SPENCER INDUSTRIAL (NORTH WALES) LIMITED,www.spencerindustrial.co.uk,DL1 5SF,Total Exemption Small,Non-hazardous waste collection
53.75278,-0.33353,SAM ALLON (CONTRACTS) LIMITED,www.samallon.co.uk,HU2 0PE,Total Exemption Small,Non-hazardous waste collection
53.81601,-0.54477,WESTWOOD RECYCLING LIMITED,,HU17 8TA,Total Exemption Small,Non-hazardous waste collection
53.63689,-0.62931,BIFFA WASTE SERVICES LIMITED,www.r3mc.co.uk,DN15 0BD,Full accounts,Non-hazardous waste collection
54.32042,-1.48154,WARD RECYCLING LIMITED,www.palmrecycling.co.uk,DL7 9JX,Full accounts,Non-hazardous waste collection
53.73842,-0.33425,TARREC LIMITED,,HU1 1XE,Not Available,"Non-hazardous treatment, disposal"
54.59099,-1.56069,STONEGRAVE AGGREGATES LIMITED,www.johnwadeaggregates.co.uk,DL5 6NB,Full accounts,"Non-hazardous treatment, disposal"
53.7694,-1.58328,EGISTA SERVICES LTD,,LS11 0JN,Total Exemption Small,"Non-hazardous treatment, disposal"
54.06996,-2.2919,MARINE OIL RECYCLING LTD,,BD24 0BY,Not Available,"Hazardous treatment, disposal"
53.79514,-1.76906,AASKIPS LIMITED,,BD7 1JB,Total Exemption Small,Non-hazardous waste collection
54.53379,-1.26564,TEESSIDE UTILITIES LIMITED,,TS5 8UF,Total Exemption Small,Non-hazardous waste collection
53.52494,-0.78239,BIFFA WASTE SERVICES LIMITED,www.r3mc.co.uk,DN9 1JA,Full accounts,Non-hazardous waste collection
54.2367,-1.31242,TWC FACILITIES LTD,www.twc-group.com,YO7 2ED,Total Exemption Small,Non-hazardous waste collection
53.79983,-1.7155,E-SAFE RECYCLING LIMITED,,BD3 8JX,Total Exemption Small,"Hazardous treatment, disposal"
54.08376,-0.193,A BRUNTON LIMITED,,YO15 2AE,Total Exemption Small,Non-hazardous waste collection
54.46046,-1.70462,INDIGO WORKPLACE SERVICES LIMITED,www.indigo-fm.co.uk,DL10 5NY,Total Exemption Small,Non-hazardous waste collection
54.60101,-1.06688,1ST CHOICE SKIP HIRE LIMITED,www.1stchoiceskips.com,TS10 4LY,Total Exemption Small,"Non-hazardous treatment, disposal"
53.734,-1.66332,RECYCLE8 LIMITED,,WF17 9HW,Total Exemption Small,Non-hazardous waste collection
53.5644,-1.07982,KAYSER (UK) LIMITED,www.kayserbuildingsupplies.co.uk,DN3 1FB,Total Exemption Small,Non-hazardous waste collection
54.61765,-1.10075,1ST CHOICE SKIP HIRE LIMITED,www.1stchoiceskips.com,TS10 5AU,Total Exemption Small,"Non-hazardous treatment, disposal"
53.56196,-1.07899,KAYSER (UK) LIMITED,www.kayserbuildingsupplies.co.uk,DN3 1LL,Total Exemption Small,Non-hazardous waste collection
53.64133,-1.72903,ADDY ENGINEERING SERVICES LTD,,HD5 8SX,Total Exemption Small,"Non-hazardous treatment, disposal"
53.87411,-1.7258,FORTITUDE ENVIRONMENTAL LIMITED,www.fortitudeenvironmental.com,LS20 8JU,Total Exemption Small,"Hazardous treatment, disposal"
53.7932,-1.58914,APAL WASTE LIMITED,www.apalwaste.co.uk,LS12 1QJ,Micro-entity accounts,Non-hazardous waste collection
53.75743,-1.75588,ND COLLECTION LTD,,BD12 0PY,Not Available,Non-hazardous waste collection
53.74145,-1.62881,BIFFA WASTE SERVICES LIMITED,www.r3mc.co.uk,LS27 0LS,Full accounts,Non-hazardous waste collection
53.74633,-1.76549,BUSY BEES COLLECTIONS LIMITED,,BD12 8PR,Total Exemption Small,Non-hazardous waste collection
53.76355,-0.72954,CITY PLANT LIMITED,,HU15 2QG,Small company,"Non-hazardous treatment, disposal"
53.75406,-1.39407,BIFFA WASTE SERVICES LIMITED,www.r3mc.co.uk,LS26 8AL,Full accounts,Non-hazardous waste collection
53.7802,-1.74723,ON THE DOT LIMITED,www.onthedotskips.co.uk,BD4 7EX,Total Exemption Small,Non-hazardous waste collection
54.65048,-1.19649,CAISTOR LOGISTICS LIMITED,,TS25 2BE,Total Exemption Small,Non-hazardous waste collection
53.49276,-1.01955,GOODWINS TYRE DISPOSAL LTD,,DN9 3ET,Total Exemption Small,Hazardous waste collection
53.77876,-0.85762,C6 FUEL TESTING LIMITED,,DN14 7NG,Not Available,"Non-hazardous treatment, disposal"
53.62122,-1.17636,A.W. SWEEPER HIRE LIMITED,,DN6 9LF,Not Available,Non-hazardous waste collection
53.7574,-1.2342,VALIANT WASTE MANAGEMENT LIMITED,,LS25 5ED,Not Available,Non-hazardous waste collection
53.58048,-0.10266,BIFFA WASTE SERVICES LIMITED,www.r3mc.co.uk,DN31 2SJ,Full accounts,Non-hazardous waste collection
53.77279,-1.74139,GLOBAL RECYCLING TRADERS (UK) LTD,,BD5 8QU,Not Available,Non-hazardous waste collection
53.79012,-0.81341,ASHTON'S COMPOSTING LIMITED,,DN14 7ND,Total Exemption Small,"Non-hazardous treatment, disposal"
53.80974,-1.64473,ASKIP4ULEEDS LTD,,LS13 3DR,Not Available,Non-hazardous waste collection
54.08567,-2.27537,FAIRHURST CONCRETE LIMITED,,BD24 9NP,Total Exemption Small,"Hazardous treatment, disposal"
53.61983,-0.20677,S.A.R. METALS LIMITED,www.sar-metals.com,DN40 2LF,,Non-hazardous waste collection
53.80376,-1.54469,WILLIAM MARTIN FIREFLY LTD,www.fireflyrisksolutions.co.uk,LS2 8AJ,Total Exemption Small,Non-hazardous waste collection
53.61212,-1.64491,HYGIENE SERVICES (YORKSHIRE) LIMITED,www.hygieneservices.uk.com,HD8 9QY,Total Exemption Small,"Non-hazardous treatment, disposal"
53.86411,-1.70637,AIREBOROUGH SKIP HIRE LIMITED,www.aireboroughskiphire.co.uk,LS19 7JE,Total Exemption Small,Non-hazardous waste collection
53.90265,-0.2844,SANDSFIELD GRAVEL COMPANY LIMITED,www.sandsfield.co.uk,YO25 8SB,Total Exemption Small,"Non-hazardous treatment, disposal"
54.59235,-1.62618,EDGAR F SHEPHERD LTD,,DL2 2TU,Total Exemption Small,"Non-hazardous treatment, disposal"
53.77922,-1.58993,UPTOWN BIODIESEL LIMITED,www.uptownoil.co.uk,LS12 6AJ,Total Exemption Small,Non-hazardous waste collection
53.7905,-1.39649,AKM RECYCLING LIMITED,,LS25 1BP,Not Available,Non-hazardous waste collection
54.56159,-1.24282,GEE DEE CLEANSING LIMITED,,TS5 6HH,Total Exemption Small,"Non-hazardous treatment, disposal"
53.59133,-1.30712,REUSE GLASS UK LIMITED,www.berrymans.co.uk,WF9 3NR,Group,"Non-hazardous treatment, disposal"
53.73328,-0.5454,AGRIPLASS LIMITED,www.agriplass.co.uk,HU15 1PG,Micro-entity accounts,Non-hazardous waste collection
53.73781,-0.33792,VAN WERVEN UK LIMITED,,HU1 2BN,Small company,Non-hazardous waste collection
53.75209,-0.3228,PROFESSIONAL WASHROOM SERVICES (NORTHERN) LIMITED,www.professionalwashroomservices.com,HU8 7FB,Total Exemption Small,Non-hazardous waste collection
53.7696,-0.87406,COUNTRYSIDE RECYCLING LIMITED,,DN14 7LA,Total Exemption Small,"Non-hazardous treatment, disposal"
53.67781,-1.83918,WEST YORKSHIRE PLANT HIRE LIMITED,www.wysh.co.uk,HX5 0PA,Total Exemption Small,Non-hazardous waste collection
53.79864,-1.42813,SILLARS (TMWD) LIMITED,,LS15 8GB,Micro-entity accounts,Non-hazardous waste collection
53.65511,-1.54056,T.C. TEXTILES LIMITED,www.icwukltd.co.uk,WF4 5ER,Total Exemption Small,Non-hazardous waste collection
54.68542,-1.20767,A1 MUCKAWAY LIMITED,,TS24 7DA,Total Exemption Small,Non-hazardous waste collection
53.72625,-1.53575,SPECIALISED WASTE SOLUTIONS LTD,,WF3 2DD,Total Exemption Small,Non-hazardous waste collection
53.98869,-1.53604,THE WASTE TEAM LIMITED,www.thewasteteam.co.uk,HG1 1EP,Total Exemption Full,Non-hazardous waste collection
53.73403,-0.3811,PETROTECH SERVICES LIMITED,www.petrotechservices.co.uk,HU3 5JL,Total Exemption Small,Hazardous waste collection
53.81321,-1.52381,ALHAYEE METALS LIMITED,,LS8 5EZ,Total Exemption Small,Non-hazardous waste collection
53.96534,-1.30647,BIFFA WASTE SERVICES LIMITED,www.r3mc.co.uk,YO26 7QF,Full accounts,Non-hazardous waste collection
53.80572,-1.48009,ANDIDRAIN LIMITED,www.andidrain.co.uk,LS14 6FD,Total Exemption Small,"Non-hazardous treatment, disposal"
53.77397,-1.57823,BIFFA WASTE SERVICES LIMITED,www.r3mc.co.uk,LS11 8BA,Full accounts,Non-hazardous waste collection
53.65765,-1.77034,MYERS SKIP HIRE LTD,www.myersgroup.co.uk,HD1 6PB,Small company,Non-hazardous waste collection
54.00413,-0.43998,SAFE SHALE LIMITED,,YO25 6RA,Not Available,"Non-hazardous treatment, disposal"
53.7534,-0.33461,SWIFT SKIPS (HULL) LIMITED,www.swiftskips.co.uk,HU2 0PH,Total Exemption Small,Non-hazardous waste collection
53.64572,-1.90867,COLNE VALLEY METALS & SKIP HIRE LIMITED,www.colnevalleyskiphire.co.uk,HD3 3FR,Total Exemption Small,Non-hazardous waste collection
53.79884,-1.54829,KKL MANAGEMENT,,LS1 5QS,Not Available,"Non-hazardous treatment, disposal"
53.57134,-0.05512,ORANGE METALS LIMITED,,DN35 7AQ,Not Available,"Non-hazardous treatment, disposal"
53.6044,-1.06674,LODGE RESOURCE MANAGEMENT LIMITED,,DN7 5SS,Total Exemption Small,Non-hazardous waste collection
53.7802,-1.74723,NEW STRATTON ENERGIES LIMITED,,BD4 7EX,Not Available,Non-hazardous waste collection
53.81329,-1.95382,ALLAN BURNS LIMITED,,BD22 9LE,Total Exemption Small,Non-hazardous waste collection
53.63685,-1.87148,CHEAP AS SKIPS LIMITED,,HD7 4JT,Not Available,Non-hazardous waste collection
53.74186,-1.59774,Y-RECYCLE LTD,,LS27 9AL,Total Exemption Small,"Non-hazardous treatment, disposal"
